,comment,rating
448,My father loves his iPhone! Great quality! Thank you so much! It arrived packaged perfectly!,5.0
449,The face recognition is amazing!  Wow!  I was curious and somewhat skeptical about this feature.  I’m shocked how well this works!,5.0
450,Bought renewed! Got used battery nearly at needed replacement rating screen with dead pixel!Renewed should mean used but no issues! This phone has tons of issues!,1.0
451,Really good battery health (92%).I’ve never bought a renewed phone before but this one is really good.,4.0
452,This is a great starter iPhone for a teenager there are no issues the phone was in great standing when i received.,5.0
453,Just like new,5.0
454,I love the phone but it heats up so fast and the battery life is up to 81 im not complaining its a good phone but it did come with some scratches other than that 10/10 good phone.,4.0
455,I Had this phone for about a month now and I’m very pleased with the product that I purchased.I got it in good condition there was only one scratch.The product looks and feels amazing definitely worth the money. If you’re thinking of getting one you should .Also the packaging was super secure.I give it a /9.5/10😎,5.0
456,Other phones I ordered have come with a SIM card this one did not I have to go buy one.,4.0
457,Excelente compra,5.0
458,It was perfect for what I need. I'm turning into an apple guy,5.0
459,"At first I was scared because of some of the reviews but after all it’s PERFECT!!!! Battery Health is 84, looks like it just came out of the box from apple , it comes with a charger and instructions 😌! If your hesitating on getting this phone take this as a sign and GET IT your won’t regret it I promise 🫶🏾.",5.0
460,Defective product,1.0
461,"This iPhone XR comes in blue colour. It has no scratches, or signs of wear and tear. Battery health is at 87%. I have it about 3 wks now and so far it has been working great. It comes unlock and I had no trouble connecting it to the GSM network here in the Caribbean. It's a good buy .",5.0
462,The phone reached earlier than I thought it would reached 3 days before the arriving date. The face recognition is perfect. Phone doesn’t have any dents scrapes and scratches. Mari life is like a 65-70#,4.0
463,Battery is terrible unrecognized by the phone and is stuck on 0% percent and now I have to spend even more money to fix it cause they refuse to do it for me almost wanna sue,1.0
464,"The phone is good and everything looks good except minor scratches on the front and back, but other than that it’s working well so far and looks great.",3.0
465,Although everything else is work quite fine on the phone.. there is a static sound whenever something is played loud as if water had gotten in the phone before. This was disappointing since it was a gift to someone.,3.0
466,Good phone for the price. It did come with 85% battery capacity out the box. I know it’s refurbished I just thought they might have swapped the battery.,4.0
467,"Phone came in fast with 88% battery life, Got the excellent refurbished one and said little to no cosmatic damage will be seen from 12 inches, How ever it has some scuffs on the corners of phone and bottom.  but other then that the phone looks great and seems to work well",4.0
468,"We got this for my oldest for Christmas and it is perfect. Works perfectly. Shipped quickly and is exactly as described, if not better!",5.0
469,"So I ordered a red iPhone XR refurbished. The phone was delivered before promised, which is good. However, there were drop marks on the upper one corner, so I was disappointed to see that, but I can live with it. I was hoping to report a flawless phone experience, but that didn’t happen. other than that I’m very happy with my refurbished iPhone XR that I paid $250 for.",3.0
470,"Este producto es muy bueno y funciona a la perfección, renovado como si estuviera nuevo!!",5.0
471,Perfect for the price,5.0
472,I was very disappointed that the screen is beyond scratched for the price I paid! The product states it not new but in a good condition.. definitely not !! It was embarrassing giving this kind of gift which is the only reason I did not return it! Qlso delivery was 4 days after the date it was supposed to arrive!,2.0
473,Very nice. 100% percent battery life. No cracks on screen. Came a day before delivery time.,5.0
474,Really great phone 10/10 would recommend,5.0
475,Nice phone for a Great price it works good and not a single complaint.,5.0
476,"This phone in particular came in with no damage, renewed like new with no problems.",5.0
477,"I purchased this phone for my son as a Christmas gift, it was to be a replacement for his current phone. I put the sim card in, and the phone gave an error message stating the sim card was not supported. I bought it because it specifically said it was the US version for ATT. Needless to say my son's christmas was very disappointing since it was the of the only things he asked for this and iPad air head phones.",2.0
478,"This is the best value for my bucks. A practically brand-new Apple product experience with no scratches / dents / dings / anything. Even better, it comes with 98% battery health! A good choice for anyone that wants to shop wisely at Amazon. Strongly recommend!",5.0
479,"The only dislike was that it arrived late. Other than that, phone works great",5.0
480,The phone was Excellent had a few scrathes underneath but was excellent worked fine but the Battery comes for almost upto 3 hours,4.0
481,Phone freezes during initial setup at the Region screen then just reboots. They do not refurbish these phones as they say. It looks like they just clean them up and factory restore them and if it boots up they assume they are good. They don't test them at all because if they did they would have caught this. Now  they changed their policy and are delaying the refund to 30 days. Completely NOT acceptable.,1.0
482,Works great! First time ever buying a phone through Amazon !!,5.0
483,It got delivered quick with no issues,5.0
484,"I spent weeks shopping for the best bargain I could find on this style of phone. This was the best option I found, both for product type and for the value. The phone is in excellent condition, no dents, scratches, etc. It has great battery life and is exactly what my daughter was looking for. It was shipped immediately and arrived on time.",5.0
485,"Upon opening package for the first time there was a small crack on the screen. Also, battery only last a few hours and that’s on standby mode.",1.0
486,Perfect like brand new,5.0
487,"My brothers & I got this phone as a gift for my mom, since her old phone was about to be obsolete. She was able to set up facial recognition with no problem. She is happy with the battery life, as a full charge usually last her all day. (She’s an active person, so she isn’t on her phone all the time, and doesn’t use it for gaming.)Overall she is very happy with the phone.",4.0
488,Phone look good speakers was dirty and cant hear nothing had to spend 25 more bucks,3.0
489,"Arrived in a timely manner and had no scratches, great battery life, and it worked perfectly.No complaints.",5.0
490,Purchased this for my son and tried to get services for him only for us to be told the phone has not been unlocked.,1.0
491,Phone seem to work fine except you could barely hear the other party when placing the phone to your ear,2.0
492,Optimo en general,5.0
493,The phone itself looks in good physical condition but battery health is 80%. That’s very disappointing.,3.0
494,"I can’t select a region even though the phone is unlocked. The sellers won’t even issue a partial refund even AFTER the phone they sold to me was defective and I had to repair it myself. I live outside of the US and they told me I would have to pay to ship it to them, and then pay to get it back. BEWARE DO NOT BUY FROM THEM !!!!!!!!!!!",1.0
495,Perfect for the price,5.0
496,The phone was in immaculate condition. New battery and brand new condition. I simply loved it,5.0
497,La cámara me gusta,5.0
498,Got this for my daughter and the screen went black after 20 minutes of using! Will be sending back for a refund and I’d advise you pick another store to shop with because clearly you might get a good one and you might get a bad one. Now we have to wait another week for a new one and she doesn’t have her phone on Christmas😡,1.0
499,Screen lifted up and lcd made phone unusable. Phone would randomly turn off or die with 30% or more battery life. Overall not a great experience with this iPhone. Hoping for better luck with my next purchase.,1.0
500,Absolutely no issues a few weeks later.,5.0
501,Apenas recibí lo configuré y revisar el estado de la batería y descubrí que estaba un 80% de uso y la parte de atrás del teléfono estaba con múltiples Rayones producto de mucho uso,1.0
502,"everything is top notch fr, came with 98% battery health and a charger and it was flawless! my phone company also had no problem turning it on.",5.0
503,My iphone was in near perfect condition looked and performed alot better then i expected,5.0
504,i bought this iphone xr for my daughter for christmas. i gave it to her a week ago  and it was everything they advertised. battery life was 95% and was just like new. i would recommed anyone to buy their renewed premium anytime very happy with purchase,5.0
505,Had no issues I put my sons old sims card in and he was set to go.,5.0
506,When I tried to hook it up it said there is a bill that needs to be paid.,1.0
507,phone was locked,1.0
508,I bought 2 phones. They seemed great on arrival. Right after the 90 day warranty ended one phone just stopped working. The people at apple said the phone had hardware issues another phone place said the phone had water damage. This was not due to our use. The phone is not usable at all. The second phone is fine. The seller does not respond to any inquiries.,1.0
509,I ordered the premium iPhone XR. I thought that meant the phone would be flawless. The screen have a huge scratch in it. It’s also chips around the camera lens. Unfortunately I had to return it.,1.0
510,"Got this for my mom since she loves my phone so much and the back of her Android phone literally came undone. Like the glue or whatever since the back wasn’t supposed to come off the android phone (even though a lot do) she was thrilled when she saw the Apple logo and knew exactly that it was the same one I had. It was already halfway charged, came with a charger too. Though the wall plug was black instead of white but we have a lot of white ones so that didn’t matter. Ours also didn’t come with the little clip to open the sim tray on the phone but (like I said with the charger) we already had some. So all in all it was a great buy!! Got the phone set up in less than 5 minutes. Thank you!!",5.0
511,This is such a great product because it has amazing sound quality,5.0
512,Phone arrived in near perfect condition but the battery life is poor; I have to charge it 3 or 4 times a day. True waste of my money,2.0
513,Bought for my son and works great. Just what we needed. Phone looked very new!,5.0
514,"I almost returned the phone on day one because I purchased the Renewed Premium and the phone had a lot of stratches in the upper right corner, however they seem to be under the screen.  That was my first and only issue. Everything else about the phone was in like new condition.  The reason I didn't return the phone is my case arrived on the same day and I  didn't notice the stratches with the case on. I'm not 100% satisfied, but I can live with 95%.Apple iPhone XR, 64GB, Black - Unlocked (Renewed Premium)",4.0
515,GET IT 😊,5.0
516,"The media could not be loaded.                 I recently purchased a phone and was excited to open the package and start using it. However, upon opening the package and turning on the phone, I was disappointed to find that the screen was not turning on. Despite hearing various notifications indicating that the phone was not shut down, the screen remained blank.",1.0
517,Bought for my son he loves it,5.0
518,2nd time received faulty phone. Both times ear speaker didn’t work. Both times I had to pay to return it. 2nd time money did not return to my Discover card and was instead returned via Amazon gift card.,1.0
519,"Where to begin…- Phone came with broken back glass- “Refurbished” screen is bright blue- Phone becomes very hot/shuts down whilst charging- Touchscreen function deterioratingAnd WORST of all, Kiss Electronics created a separate policy outside of Amazon Renewed terms that states they aren’t on the hook if you don’t report in problems within 48 hours.How exactly does someone report these problems if the iPhone was a gift?  How would you know if the other issues would occur weeks down the road within a couple of days of receiving?!",1.0
520,have this phone since July and its amazing!!!!! :),5.0
521,was like brand new except it was guaranteed to have above 80% battery health so it had 81%. good enough for most but even so buying renewed and then a new battery is cheaper than renewed premium,5.0
522,The media could not be loaded.                 Broke easily,4.0
523,This phone has absolutely exceeded my expectations. This phone is easy to use and durable. I’m in LOVE!,5.0
524,bought for my mom as an upgrade for christmas i was veryyyyy skeptical at first but i highly recommend this specific seller! it was shipped as soon as i purchased it and arrived a day earlier than expected. i was able to sign in with apple ID with no issues and connect to wi-fi. VERY satisfied.,5.0
525,Great experience with everyone involved,5.0
526,"The speaker doesn’t work well, sounds like the phone is under water. Face recognition only works sometimes.",3.0
527,"This item worked perfectly and came partially charged, the only problem was I ordered it by mistake! 😆",5.0
528,Came quickly and works like new I love it,5.0
529,"This red iPhone XR came in exactly the condition promised as described by the seller battery life above 80% screen, quality B+ overall a great purchase for the price paid! I would purchase again from the seller coming from someone that buys phones regularly from refurbishers A+ on this one! Jeff n Jen D of CR Florida 👍👍",5.0
530,"If received the phone I purchased damaged. On the outside case there was a small scratch on the upper left corner as if it had been dropped. As I was setting it up I noticed a black spot on the screen near the scratch on the case. Also, the longer the phone was on the more the screen would fade and lines became visible. I contacted the seller joygoods since their policy stated “Eligible for Return, Refund, or Replacement within 90 days of receipt.” I had it for less that one day and told they would not replace it. Do not buy from Joygoods, it’s not worth the trouble.",1.0
531,Seems to be a good phone. Been only a week and everything is good so far.,5.0
532,I’ve never purchased an Amazon Renewed product before this phone and I can safely say it was above and beyond what I had expected. It’s seemly brand new at a fraction of the cost. Will use this service again in the future.,5.0
533,Bought as a gift,4.0
534,Arrived and in great condition,5.0
535,Was said to be an unlocked phone it was locked need replacement!!!!,1.0
536,Excellent condition. Just watch what seller you order from.,5.0
537,"Happy with the item, love the color.",5.0
538,Got my phone and after about a month the charging port started having problems. Should have forked over an extra $10 to get a brand new phone but I didn’t… had to end up buying a wireless charger to keep my phone charged.,1.0
539,i will buy again from this seller if needed. my phone words like brand new. had one little ding on corner but i dont care. great price and works amazing unlike other phones i have bought from other sellers,5.0
540,I ordered 2 of these one black and one in red. Both phones came the same day same package. They were in great shape. Some noticeable cosmetic damage. Not much. For 100$ cheaper than retail price of being brand new you really get the bang for your buck here. The phones were shipped on the 13th the day of ordering and received them on the 15th of that same month “2 days later”. Like I said some minor damage not much. Definitely almost looks brand new. You will receive a lightning charger in the box. My Advice if you purchase is to also purchase a “type c to lightning charger” used on the new iPhones because it will charge when you are in a jiffy and I mean completely charged within a hour! The phones are unlocked to any carrier in the US I cannot speak for other countries. All in all I do recommend this product to anyone and I also would rate this on a scale from 1 to 10 it would be a 8.5 out of 10 and only because the minor scratches on the aluminum part of the phone but definitely not very noticeable! I am very pleased with this product as I just saved almost 300$ Because I didn’t have to purchase brand new and I still got 2 that look absolutely perfect and work amazingly!,4.0
541,"I really like this phone, it came in almost perfect cosmetic condition (you can see in the third images that it has chipped edges in more places too) the screen is perfect, and it works great! What doesn’t make me so happy is that the battery health is at 85% but it’s okay. Anyways I really like the phone and I would recommend",5.0
542,I understand that it’s a refurbished phone but it only lasted 2 weeks before I had to contact Apple to troubleshoot and then the phone went completely black. It’s a good price for a used phone just wished that it would’ve lasted longer.,2.0
543,"Battery at a respectable 87%.  Screen perfect (plus screen protector pre installed).  No scratches, although the sides were pretty grimey... but an alcohol pad removed that quickly.  Cheap cable and charger were still appreciated.  No issues starting and setting it up.  Still very responsive.  Hoping to get a couple more years out of this used iphone XR, even starting in late 22.",4.0
544,"Device arrived in promised time, there wasn’t problems. First impression wasn’t so good. At the bottom of the device was scratch’s, that’s not good. Battery life showed 86%, hmmm, not so bad. But general reason to return this phone immediately was, broken or defective bottom speaker. Sounds like dirty  or overloaded. But there is nothing unusual. This is just a preowned market. There you can be lucky, may be not 50/50% 🤷🏻‍♂️",2.0
545,The media could not be loaded.                 Wasn’t put in an apple box. Phone was dirty with fingerprints and the charger was rusted and looks like it was used with or inside of it not even an apple official charger nor wire very upset and disappointed.,5.0
546,Great phone for my son.,5.0
547,Esta bien pero creo que debió haber venido con una capacidad de pila más alta ya que me llego con 87 y yo pedí el reacondicionado premium,4.0
548,"Phone arrived very quick considering I ordered it over the holidays! Looks great, small scratch on the back and a decent one on the screen (near the upper right by the battery/cell signal) so it shouldn't be a problem, even came with a screen protector already applied!",5.0
549,"not worth sending back, since I use bluetooth most of the time. Phone works great and battery is great, just has a blown speaker.",4.0
550,It was really scratched up front and back I know it’s used but what’s the pint of saying it’s in good condition I really needed this phone but am highly dissaponted,1.0
551,Will not charge only after 2 weeks of having the phone and now have to mak an insurance claim,2.0
552,I got this product in red and honestly I really like it. I switched from Samsung to apple just because I really like the iPhones have a smaller screen and are easier to use. the phone needed an update from iOS 14 to 16 but that was really easy to accomplish. I love this phone :),5.0
553,"Received the 'renewed premium' phone about a week ago.  Well packed in a box within a box with packing material.  As others have noted, comes with a certificate of checked features.  Got the 'premium for the extra guaranteed battery life and 1 yr warranty/free return if not satisfied.  I closely inspected this phone, got the red, and could not find a single scratch or blemish on the body, back or screen.  It had 91% battery life left.  If not for that, I would swear it was a brand new phone.  All features work flawlessly so far.  After charging fully, placed my old phone next to the new and all my data was automatically transferred within about 20 minutes.  Amazing technology.  Then used the enclosed SIM card tool and switched the card from my iPhone 7 and up and running.  No visit to the phone store required.  Here's another 5* review for a great value.",5.0
554,"It’s awesome! Glad I purchased this phone it’s in great condition, only thing is battery health, it’s at 94% but that’s to be expected with a refurbished phone. And the charger that came with it doesn’t work but the phone does and that’s all that matters! No scratchers or screen blemishes. Great purchase and would 100% recommend.",5.0
555,The screen is damaged on the side and the battery health is below 85% (@83%). Not happy with purchase,2.0
556,"When I got the phone it came with a power adapter, charger, sim ejector, and the phone. The phone was in good condition and at 100% battery. The only issue was there were tiny scratches but they are long noticeable",5.0
557,When I got the phone the phone was on 5%,3.0
558,"I bought this refurbished and I was Surprised of the quality. Couldn’t be happier,and was a nice price as well..",5.0
559,as described looks new and works great,5.0
560,Nothing was wrong it’s just that I got one as a surprise that all,5.0
561,"I am pleasantly surprised with this phone. Cosmetically looks brand new. I have had it for about two weeks so far and I have had no issues. The battery is at 85% which is ok because it’s above 80%,  and honestly you cannot beat the price.",5.0
562,This phone came fast and so far works well. I love that it came with a screen protector already. Kudos to the seller.,5.0
563,"Me encanto, excelente",5.0
564,The phone arrived quick and love the quality and the phone.,5.0
565,Great phone I have had it for a year and works fine,5.0
566,Phone was like new and works great,5.0
567,I purchased iPhone XR from the same seller two times and had absolutely no issues. I definitely recommend this model from this seller.,5.0
568,The product is great just the battery life came with 90%,5.0
569,Very nice,5.0
570,"This was refunded to a gift card, not the account it was purchased with! I bought two of these phones for my daughters. They worked great, but the charger cord didn’t stay in one. I started a return for the one that wouldn’t charge consistently and ordered another one so I could make sure the new one worked before I sent in my return. Upon returning it, the refund went to an Amazon gift card, not the account I purchased it with. So instead of spending nearly $600 on two phones, I spent roughly $900 for two phones and an Amazon gift card. I thought this would be okay, because I could just get a couple visa gift cards for the people I had intended to give cash to for Christmas. Wrong! Amazon doesn’t allow you to buy visa gift cards with the Amazon gift card balance. I’ve been a loyal customer for over two decades and always been happy with products and returns when needed, but this is new and shady to me. I KNOW I selected that I wanted the refund to go to my credit card. The phones have been great, but I wouldn’t have done it if I had know it would cost me $300 extra that could only be used for Amazon purchases.",3.0
571,"Received the phone, seems like no issues at first as i was setting it up. But off the bat i realized that the cellular data was not working. I took it in to have it looked at and confirmed that the phone was the issue.",1.0
572,"The phone arrived and it far exceeded my expectations, there was not a scratch or blemish on the phone. The phone appeared to be brand new, battery health was at 90 percent. 9G glass was installed prior to me receiving the phone and both the charging cord and block were both OEM Apple products. I would definitely purchase a reconditioned phone again from this company.",5.0
573,Item arrived with broken screen even though I paid for the “excellent” option. Be sure to open and inspect immediately because the return window for damage is only 48 hours.,1.0
574,Nice phone..looks new!!,5.0
575,Was bought as gift for a teen an the phone came in excellent condition and it worked really well would definitely recommend this product.,5.0
576,Awesome great condition,5.0
577,Good quality gas shop 👍,4.0
578,What a deal! ordered it and was at my house the next day. And yes it was in excellent condition! Thank you!,5.0
579,It shipped as promised! Great gift for 11 year old,5.0
580,Great performance,5.0
581,"Not a scratch on it that I can see, charge is great, runs very smoothly, no problems getting activated, I’d add pictures but it’s a gift for my son and it’s all wrapped up XD He’s going to love it? I’m very happy!!",5.0
582,Good product.,5.0
583,Nice phone everything was good I had no problems at all overall great experience 👍,5.0
584,"Phone was refurbished well , no scratched or blemishes , i expect it to perform well",5.0
585,"The phone is great The battery health is at 89, there’s a weird light in the center of the screen like the glass is cracked but it’s not cracked, other than that great phone I love it!",4.0
586,"Great phone, have had no problem with it except a few times the facial recognition doesn’t recognize me. I don’t know why, but it’s honestly not a big deal and it’s only happened a few times. Looks brand new though, and works like brand new! Battery is 88% which is awesome, as I expected it to be much lower. It’s pretty perfect, and you can’t tell at all that it isn’t brand new except for a few little nicks that you’ll only notice from just a few inches away. Screen is clear and scratch free. I highly recommend if looking for a new phone for any reason.",5.0
587,Had a couple blemishes but otherwise great condition,5.0
588,I AM VERY IMPRESSED ON HOW WELL EVERYTHING WITH THIS DEVICE!!! NO ISSUES. NO COMPLAINTS. NO NEGATIVITY. I AM HAPPY I GOT THIS PHONE AND WILL BE PURCHASING IN THE NEAR FUTURE!!! THANK YOU!!!,5.0
589,"I bought this phone and I received it last Thursday and all this time I’ve been on the phone I have received no problems with it. It comes with a charging wire and head the  battery life is good  I had no problem with, but you must know that once you buy this product it doesn’t come in the same box or the same thing in  inside it. Each one is different so it depends how lucky you are if you get a good phone from it or not I think I was lucky to not get a phone. I was not damage but the phone is still good and I recommend buying it but anyways I like how this product turned out for me and I would like to see how far is product will get me",5.0
590,I recommend it,5.0
591,Everything was perfect so far,5.0
592,Seems a bit slow and heats up sometimes under apps that don’t really require that much power. But vrs full price this is a deal. Writing the review on it now!,4.0
593,My daughter loves this phone and it had screen protector on it. Great condition!!!  It looked brand new.,5.0
594,"honestly great phone, Worked well. i gave it to my dad today because i got a iPhone SE, but i had this phone for a while and it was great. The only annoying thing was the battery life. when i first got it, it was at 97% battery health. then the next day it was at 88%. but other than that great phone ngl.",5.0
595,This phone lasted my a long time,5.0
596,Would like to see if I can trade my phone in for a new and better one,1.0
597,Phone arrived in good packaging and has been working properly for months now.,5.0
598,This product was amazing and shipping was very very fast i am very happy with what i have received,5.0
599,"I bought an iPhone XR, 64gb in excellent condition, so I paid more money for it.  and the phone is not excellent at all, its battery is at 80%, and it is badly scratched on the camera and on the back of the phone.  I really don't know if I will buy more technology on amazon and from this seller.  They don't want to take care of the problem.  I can't return the phone I'm in another country",1.0
600,I have owned it for two years and it is a great phone finally cracked it though been through the ringer very pleased all the way around!!,5.0
601,"Looks and feels new. My son only had it for three days, but the phone was as descripted like new. Keep the good work.",5.0
602,I really like the quickness I received the phone. Quality was new condition.  All around satisfied.,5.0
603,"Lo compre con un poco de miedo, a pesar de las reseñas. Pero salio todo bien. El celular tiene un 83% de batería, quizás me hubiese gustado un poquito más.Estéticamente la pantalla bien, todo en funcionamiento. La parte de atrás con algun rayón por el uso. Aca en Argentina no lo compraba por este dinero.",5.0
604,"Bought for son. No issues, perfect condition. Decent price!",5.0
605,I love the fact that they were properly assessed and recycled.,5.0
606,The phone was in perfect condition well packaged like a brand new phone would be no issues not even a scratch would purchase again from the seller,5.0
607,"Phone worked great other than the appearance of it. I don’t think I should have payed the same price for this iPhone (in particular) as another that had a much better look. I don’t like that they had put stickers on the iPhone itself, and it had a ring on the back where someone had maybe put a pop socket as well. Other than that though, the phone seemed to work just fine.",3.0
608,"Two years later, love it, haven't had any issues",5.0
609,"I received this phone, set it all up and when I went to move the sim card it was NOT a Verizon phone. I even when to check the IMEI and it again confirmed it’s not Verizon compatible like what I PAID FOR",1.0
610,Telephone better than described!  Beautiful condition looks like new.  Timely shipping.  Thank you!,5.0
611,works as expected,4.0
612,"Phone came well packed and in excellent condition, way better than what I was expecting, I will definitely buy from them again! I recommend.",5.0
613,"Scratches on the screen are very noticeable, not at all like it was described in the listing. Was expecting a little wear but not scratches on the screen itself.I just connected it and seems to work as described.",3.0
614,The phone is great quality and condition the only problem is that I ordered 64 GB but it came with only 5 GB. Which I’m not sure is okay or not. And now I just have to put service on it. I’ll update & see if it works with no problem.,4.0
615,Wow I am impressed this was a replacement phone for a lost phone for a teen and boy am I glad I bought this phone second hand for so little! It looks brand new ! It works great and with the iCloud all was restored as If the previous phone had never been lost! I definitely recommend! Next time I have to buy a phone I’m coming here for it! Thank you!,5.0
616,My daughter absolutely love her XR. The camera quality is phenomenal and clear. I was able to get it activated through our carrier as well. She is overly ecstatic!!,5.0
617,"The tech, 4 years old, is like new. Battery max capacity at 96%. Facial recognition is immediate. In every way, my “new” XR is exactly like a new phone.The original owner obviously took meticulous care of the physical exterior of the phone. Neither the case nor screen shows any wear except for two pin-point sized chips on the metal frame near the charger cable hole. At $260, an excellent, satisfying deal.",5.0
618,I needed to upgrade my phone after my carrier (Verizon) notified me that it was no longer going to support certain 4G phones after December. I decided to purchase this Phone and it has been like an early Christmas.My daughter helped me with navigating the new features. She is as impressed with this phone as I am.,5.0
619,"I was under the impression the phone would work, but I was wrong it wouldn't even let me set it up.",1.0
620,Phone came with the screen lifted was disappointed at first but works fine after replacing the screen loving it 😊,4.0
621,The phone came with a passcode. how do I unlock it?,1.0
622,"The ear speaker as from the moment I turned the phone on has been making a bad scratchy sound. The phone was bought as a “ excellent condition” phone so I wouldn’t have any issues but clearly that’s not what happened. I needed the phone and couldn’t wait to return it and hope that there would’ve been stock to reorder as the company stated would be the only way to fix the issue. Other then that the phone is great, it even came with a screen protector on it.",1.0
623,nan,5.0
624,Got it for my mom and it's like new! No problems and very happy !!!,4.0
625,I’ve wanted to buy an iPhone off of Amazon for a while now but I was scared to get a renewed one in case there were any issues. I decided to simply go for it because you can always return if you’re not pleased but I don’t think I’ll be returning my phone any time soon. It looks wonderful and it works smoothly. May update with pictures later if that’s possible.,5.0
626,"Soooo… for all the people giving 1 star for having to waste money trying to connect to a phone plan and claim it won’t connect, I have a solution!!! Go to settings then general then about then scroll down to carrier lock. If you look right beside carrier lock it tells you if it’s locked into a carrier. Mine has said from the time I turned it on “no SIM restrictions”. It connected to metro pcs with zero problems. It is charging great! Super fast too! Everything works as it should! My only complaint is that it has a few dings. Nothing major but a couple of dings and a few light scratches. Not an issue. It is used not new of course. I like it and my kid will too! Thanks Amazon! I will update if we have any problems with it.",5.0
627,This iphone arrived earlier than expected.  It is in excellent condition.  i could hardly tell it was used!!  Very happy customer!,5.0
628,Everyday use,5.0
629,"For someone out there wondering if they should trust them, that answer is yes…Got two phones from them and all two were 10/10.",5.0
630,Se daño la batería y la cámara comenzó a dar problema luego de varios meses,1.0
631,FaceTime didn't work,1.0
632,It came scratched bad,3.0
633,Speaker doesn’t work.,1.0
634,Many starches around the outside of the screen. This was not considered excellent condition to me.,2.0
635,"A coat effective iPhone that serves my dad's purpose, since he is a light user. Needed a larger screen which is well served. I would recommend this product go somebody who is new to the IOS.",5.0
636,The phone works great!,5.0
637,"So far everything works perfectly. No problems with camera, sound, face recognition, battery life is good, and screen quality is just right.",5.0
638,"Esta en perfectas condiciones, nunca había comprado un telefono reacondicionado y tenía mis dudas pero fue una buena compra!Se lo regale a mi hija y esta feliz!",5.0
639,Phone started glitching out after five months battery life lasts for 2 hours.and facial recognition is ok.,2.0
640,Great product,5.0
641,Works perfectly no problems,5.0
642,Very satisfied with the quality and I appreciate how the p  hi one came in the box with a screen protector and extras for later installation. Worth the price.,5.0
643,This is an amazing product im happy it came no straches cracks everthing was perfect some reviews made me question but dont be scared BHHT this iphone xr white 64gb it great,5.0
644,Both have been like brand new and haven't had any problems!,5.0
645,great product,5.0
646,Said it was a A T T phone it was not and locked. Will never purchase from here again,1.0
647,The phones work real good,4.0
648,The description said refurbished and like new. There are scratches and dents on the back camera. I was very disappointed in the product but due to my job I have no choice but to deal with the phone.,1.0
649,I only had it for 31/2 months and it completely stopped working!! Took it to Apple and they said the antennas of the phone were damaged from the inside.. this sucks because my son saved and bought this for him self!! Completely disappointed..,1.0
650,I ordered the excellent condition and it only had a few scratches around the camera lens but has no affect on the camera. Front screen has minor scratches but other than that I absolutely loved it!,5.0
651,I love this phone! It works great and has lasted so far.,5.0
652,"The phone is great no problems , but the camera is fuzzy and blurry if you want to take a picture of someone or something",5.0
653,For it to be a used phone it’s going great so far,5.0
654,Love my phone had it for about 2.5 years now have not disappointed me once came still brand new no cracks I have a few cracks on the back now but not bad still runs in excellent shape I would definitely buy a iPhone from this vendor again,5.0
655,Battery health was 100% and phone was in excellent condition,5.0
656,Good quality all round.. purchased for my daughters first phone and works perfectly.,5.0
657,"I ordered the iPhone Xr in ¨good condition ¨ and it came in okay condition, to be honest. The phone did come with scratches which were very noticeable on the side of the phone and on the top (Luckily there were no scratches on the camera) I was fine with the scratches and the color coming off and expected it since I did buy the phone in good condition, And I wasn't too bothered by it because I was just gonna put a case on it and no one would notice. The phone did come with tons of little scratches on the screen, that you can't see at all with a screen protector on, but off, it was very noticeable (if you look at it closely) It looked like someone ran their nails on it but it again it was fine because I had a screen protector on it.The battery life on the phone was 87% which is not too bad and was better than I was expecting.All in all, I love the phone so much, it's amazing in my opinion and I couldn't care about the cons, But if you're a person that cares a lot about the cosmetic features and the quality of the phone, Then I recommend that you either buy it in excellent condition (can't guarantee it'll be better since I don't know) or you just keep looking. Ill update you in 3 months!",3.0
658,"I bought as a gift for my brother to upgrade him from a older iPhone and he loves it! Battery is good, camera quality and all in all he is happy with it!",4.0
659,Good,5.0
660,ITS REALLY GOOD I THOUGHT IT WOULD LAG BUT ITS JUST SO PERFECT GOOD PURCHASE!! RECOMMEND,5.0
661,Battery life is terrible in this phone. We had problems with the first delivered phone. So we returned it. The second phone worked ok for about a month but no wit will not connect to the internet and constantly stays searching for the internet signal. Obviously we are past our window of opportunity to return the second phone now because they go off the first purchase date. I am still paying on this phone and 3 more like it and every one of them we have had problems with. Do not recommend getting a refurbished from.,1.0
662,When I saw some comments I nearly stop buying this phone. But said let me try my luck. The phones arrived very fast and they were practically new phones. I bought them them for my teenage boys and there are happy and love the phones. Thanks,5.0
663,I love and highly recommend this phone I always upgrade my iPhone with renewed and they never let me down!!! This is a brand new iPhone XR.not one scratch or crack! Response time from the seller is within minutes! Highly recommended,5.0
664,This is my 2nd refurbished phone from amazon. I got the excellent condition iphone XR and it looks great and seems to work fine and unlocked,5.0
665,I love it,5.0
666,The media could not be loaded.                 Good,5.0
667,This phone works bery well and with a 86% battery life it’s quite suitable for everyday use so far.,4.0
668,The phone suddenly stopped working,1.0
669,It was good a buying one from the phone store,5.0
